"Name","Address","Phone","Category","Website","Rating","Reviews","Price Range","Hours","Description","Merchant Verified","Business Closed","Dine-In","Takeout","Delivery","Review 1 Text","Review 1 Score","Review 2 Text","Review 2 Score","Review 3 Text","Review 3 Score","Image URL","Listing CID","Lat","Long","Listing URL","Email","Facebook","Twitter","Instagram","LinkedIn"
"Joint Us @KhaosanRoad","ตึก Buddy Group ด้านล่างร้าน Brick Bar โซน Plantopia 265 ถ. ข้าวสาร แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200","0988327262","ร้านขายกัญชาในกรุงเทพมหานคร","https://www.facebook.com/profile.php?id=100083485792292","4.9","12",""," วันจันทร์ 11:30–1:00, วันอังคาร 11:30–1:00, วันพุธ 11:30–1:00, วันพฤหัสบดี 11:30–1:00, วันศุกร์ 11:30–1:00, วันเสาร์ 11:30–1:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 11:30–1:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","เครื่องดื่มชากัญชาดีมากค่ะ เจ้าของร้านก็น่ารักบริการเป็นกันเองมากๆ","ได้รับ 5.0 จาก 5 ดาว,","ของอย่างดี บอกเลยแต่ละตัวเด่นไม่เหมือนกัน ถึงทุกตัว","ได้รับ 5.0 จาก 5 ดาว,","","","https://lh5.googleusercontent.com/p/","2082306135098596804","","","http://maps.google.com/maps/place?cid=2082306135098596804","","","","",""
"KD.Cannabis ร้านกัญชา กรุงเทพ-นนทบุรี 38","1610 38 ถ. กรุงเทพ - นนทบุรี เขตบางซื่อ กรุงเทพมหานคร 10800","","ร้านขายกัญชาในกรุงเทพมหานคร","https://lin.ee/1nGfFbG1","5.0","13",""," วันจันทร์ 11:00–1:00, วันอังคาร 11:00–1:00, วันพุธ 11:00–1:00, วันพฤหัสบดี 11:00–1:00, วันศุกร์ 11:00–1:00, วันเสาร์ 11:00–1:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 11:00–1:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","คุณภาพของดอกดี พี่พนักงานให้คำแนะนำดี","ได้รับ 5.0 จาก 5 ดาว,","ร้านเปิดใหม่สวยมาก ราคาเป็นกันเอง ใครอยู่ระแวกนี้ เชิญชวนค้าบ","ได้รับ 5.0 จาก 5 ดาว,","มีน้อนแมวน่ารักมากกกกก หลายตัวสุดด","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipO_AbkSq3pycS0FLYtCK3gueOfSJE_U_6QYXO-C","14415310580587974351","13.8226687","100.53294939999999","http://maps.google.com/maps/place?cid=14415310580587974351","","","","",""
"Kush House","1 ซ. สุขุมวิท 22 Klongton, เขตคลองเตย กรุงเทพมหานคร 10110","0630828420","ร้านขายกัญชาในกรุงเทพมหานคร","https://kushhousethailand.com/","4.9","813",""," วันจันทร์ 10:00–1:00, วันอังคาร 10:00–1:00, วันพุธ 10:00–1:00, วันพฤหัสบดี 10:00–1:00, วันศุกร์ 10:00–1:00, วันเสาร์ 10:00–1:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–1:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","ร้านสวยพนักงานน่ารักทุกคนแนะนำร้านนี้เรื่องสินค้าดีสมชื่อ","ได้รับ 5.0 จาก 5 ดาว,","สถานที่สวยงาม แต่คุณภาพไม่ดี และพวกเขาขอให้คุณให้คะแนนห้าดาวเป็นการตอบแทน","ได้รับ 1.0 จาก 5 ดาว,","พนักงานบริการปะทับใจดูแลลูกค้าดีมากคับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","13634785910378000790","","","http://maps.google.com/maps/place?cid=13634785910378000790","","","","",""
"Lantern & Weeds ร้านกัญชา Dispensary","40/4 หมู่2 ถนน พุทธมณฑลสาย 1 แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170","0654494165","ร้านขายกัญชาในกรุงเทพมหานคร","","5.0","23",""," วันจันทร์ 13:00–22:00, วันอังคาร 13:00–22:00, วันพุธ 13:00–22:00, วันพฤหัสบดี 13:00–22:00, วันศุกร์ 13:00–22:00, วันเสาร์ 13:00–22:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> ปิดทำการ,","Our shop, Lantern & Weeds, offers high-quality cannabis buds at affordable prices. We are conveniently located near the Southern Bus Terminal (Sai Tai Mai).We look forward to serving youร้าน Lantern & Weeds จำหน่ายช่อดอกกัญชาคุณภาพ ราคาไม่แพง...แสดงเพิ่ม","Yes","No","No","No","No","ร้านบรรยากาศดี ของดีราคาย่อมเยาว์ พ่อค้านิสัยดีน่ารักครับผม ต้องมาลองร้านนี้เลย💚","ได้รับ 5.0 จาก 5 ดาว,","บรรยากาศดีมาก สะอาด เนื้อเมาสุดๆเลยครับ","ได้รับ 5.0 จาก 5 ดาว,","มีให้เลือกหลากหลาย ไฮบริดตึงๆ งานคุณภาพ บริการดุจญาติมิตร","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipOZxJCtardb69iG4kn95oo8FePgrJnIZ6Zenrpw","12468196444471562629","13.7647484","100.42537399999999","http://maps.google.com/maps/place?cid=12468196444471562629","","","","",""
"Mitr Commu","แขวงวัดบวรนิเวศ เขตพระนคร กรุงเทพมหานคร 10200","0654239697","ร้านขายกัญชาในกรุงเทพมหานคร","http://www.mitrcommu.com/","5.0","173",""," วันจันทร์ 11:00–0:00, วันอังคาร 11:00–0:00, วันพุธ 11:00–0:00, วันพฤหัสบดี 11:00–0:00, วันศุกร์ 11:00–0:00, วันเสาร์ 11:00–0:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 11:00–0:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/","4356358133797506045","13.7585462","100.4994103","http://maps.google.com/maps/place?cid=4356358133797506045","","","","",""
"Mycelium ร้านกัญชา cannabis shop​ 大麻店 カナビス 대마초 конопля قنب حشيش","198 แขวงปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160","0851261924","ร้านขายกัญชาในกรุงเทพมหานคร","","5.0","20",""," วันจันทร์ 10:00–20:00, วันอังคาร 10:00–20:00, วันพุธ 10:00–20:00, วันพฤหัสบดี 10:00–20:00, วันศุกร์ 10:00–20:00, วันเสาร์ 10:00–20:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–20:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","เป็นกันเองมากครับ พืชสีเขียวก็โครตหอม🤘🏽🔥🔥","ได้รับ 5.0 จาก 5 ดาว,","บรรยากาศดี บริการดี อาหารอร่อย น้ำเย็นเจี๊ยบ😆","ได้รับ 5.0 จาก 5 ดาว,","บรรยากาศดีมักกก พ่อค้าน่ารักเป็นกันเองมักค้าบบ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipMUT4pu7z_plKBnDk1xmGlfssp6qx1RkfbrC4HP","17948210380714767173","13.7212078","100.4679173","http://maps.google.com/maps/place?cid=17948210380714767173","","","","",""
"Neverland Weed Shop in Bangkok, Delivery in Thailand","2nd floor Neverland Weed Shop Box Space Ratchayothin 15-15/1 ถ. รัชดาภิเษก แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900","0889691555","ร้านขายกัญชาในกรุงเทพมหานคร","https://neverlandweedshop.com/","4.9","301",""," วันจันทร์ 12:00–23:30, วันอังคาร 17:30–23:50, วันพุธ 12:30–23:30, วันพฤหัสบดี 16:30–23:50, วันศุกร์ 16:00–23:40, วันเสาร์ 16:00–23:50, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> ปิดทำการ,","Neverland.OG Weed Shop, a haven for cannabis enthusiasts, your ultimate destination since February 2023 for the finest cannabis and CBD treasures. Our shelves are stocked with a selection of top-tier flowers, THC vapes, and edibles from renowned...แสดงเพิ่ม","Yes","No","No","No","No","ร้านบรรยากาศดีมากนั่งชิวในร้านได้ด้วย ของคุณภาพมาก น้องที่ร้านบริการดีคะ","ได้รับ 5.0 จาก 5 ดาว,","ทางร้านให้คำแนะนำดีมากคะ สินค้าราคาเป็นกันเองให้10/10เลยคะ","ได้รับ 5.0 จาก 5 ดาว,","มีให้เลือกเยอะมาก ดีทุกดอก เมาทุกดอก คนขายใจดี บริการดีมาก แนะนำให้ลองร้านนี้.","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipP4RqfwZsRO0HtZpsFZ8xe8WO1QNuHDvpJIZRw6","16271565346331581583","13.8291734","100.56301649999999","http://maps.google.com/maps/place?cid=16271565346331581583","","","","",""
"nice to weed you @talat phlu / ร้านกัญชา ตลาดพลู / ( 大麻 / 大麻店 / Dispensary / Ganja / Cannabis) ร้านกัญชา ใกล้ฉัน","กทม 20 เทอดไท ตลาดพลู ตลาดพลู แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600","0839426549","ร้านขายกัญชาในกรุงเทพมหานคร","https://nicetoweedyou.net/","5.0","101",""," วันจันทร์ 16:20–0:00, วันอังคาร 16:20–0:00, วันพุธ 16:20–0:00, วันพฤหัสบดี 16:20–0:00, วันศุกร์ 16:20–0:00, วันเสาร์ 16:20–0:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 16:20–0:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","Nice to weed you @Talat PhluSTONER Destination✅️ We only choose the BEST so you can trust✅️ No matter where you are, we take care of you✅️ Our mission is to take care & response to customers’ needs & make them satisfy with our Products &...แสดงเพิ่ม","Yes","No","No","No","No","งานดีราคาไม่แรงเกินไปครับ พี่เจ้าของใจดีครับ ร้านนี้แนะนำเลยครับ","ได้รับ 5.0 จาก 5 ดาว,","ร้านสวยมากดอกไม้คุณภาพดีบรรยากาศน่านั่งเล่นกับเพื่อนชิวๆ","ได้รับ 5.0 จาก 5 ดาว,","บริการดีค่ะพ่อค้าใจดีน่ารักกกกก","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","1387195508974182629","","","http://maps.google.com/maps/place?cid=1387195508974182629","","","","",""
"No Man's Land","5 Floor, 1375 ถ. เจริญกรุง แขวงบางรัก Silom, กรุงเทพมหานคร 10500","0989365295","ร้านขายกัญชา","http://www.nomanslandbkk.com/","4.9","236",""," วันจันทร์ 13:00–1:00, วันอังคาร 13:00–1:00, วันพุธ 13:00–1:00, วันพฤหัสบดี 13:00–1:00, วันศุกร์ 13:00–1:00, วันเสาร์ 13:00–1:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 13:00–1:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","บรรยากาศดี เพลงเพราะ ส่วนตัวดี","ได้รับ 3.0 จาก 5 ดาว,","เนื้อเมาดี,บรรยากาศ ดีมาก feel good","ได้รับ 5.0 จาก 5 ดาว,","แม่ค้าเป็นกันเองสุดๆ ของดี บรรยากาศดี","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipMfrvrp9_kQAJ9s97kyJBw7ahS1Q9xG57DrTPaA","483411344282760048","13.721216799999999","100.5163547","http://maps.google.com/maps/place?cid=483411344282760048","","","","",""
"Rollplay - Cannabis Dispensary 24hr","9 ซ. ชนะสงคราม แขวงชนะสงคราม เขตพระนคร กรุงเทพมหานคร 10700","0625691426","ร้านขายกัญชาในกรุงเทพมหานคร","","5.0","8","","","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/","6220330615095479886","13.7633124","100.4968052","http://maps.google.com/maps/place?cid=6220330615095479886","","","","",""
"Sawadee Ganja สาขาเอกมัย","446/1 ซอย ปรีดี พนมยงค์ 20/1 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110","0966935142","ร้านขายกัญชาในกรุงเทพมหานคร","https://sawadeeganja.com/","4.4","8",""," วันจันทร์ 10:00–23:00, วันอังคาร 10:00–23:00, วันพุธ 10:00–23:00, วันพฤหัสบดี 10:00–23:00, วันศุกร์ 10:00–23:00, วันเสาร์ 10:00–23:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–23:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/AF1QipPs9tUY3djq81Z66ZL1WUCCZ_B7JPxS8AW2DtqP","9320258255534988583","13.7239267","100.5960563","http://maps.google.com/maps/place?cid=9320258255534988583","","","","",""
"Spxce camp bkk","1677/7 ปาก ซอย เจริญกรุง 63 แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120","0979565663","ร้านขายกัญชาในกรุงเทพมหานคร","https://lin.ee/BOsN5OK","5.0","31",""," วันจันทร์ 14:00–0:00, วันอังคาร 14:00–0:00, วันพุธ 14:00–0:00, วันพฤหัสบดี 14:00–0:00, วันศุกร์ 14:00–0:00, วันเสาร์ 14:00–0:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 14:00–0:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","แอร์เย็นเพลงเพราะ เจ้าของร้านเป็นกันเองครับผม","ได้รับ 5.0 จาก 5 ดาว,","ร้านบรรยากาศดี โปร่งสบาย เจ้าของร้านเป็นกันเอง","ได้รับ 5.0 จาก 5 ดาว,","มาทีไรลืมทางกลับบ้านทุกทีเลยครับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","8352719789180907299","13.7141507","100.5133391","http://maps.google.com/maps/place?cid=8352719789180907299","","","","",""
"Stonersclub weed ร้านกัญชา​ 大麻 dispensary","552 ถ. บรมราชชนนี แขวงบางบำหรุ เขตบางพลัด กรุงเทพมหานคร 10700","0817857212","ร้านขายกัญชาในกรุงเทพมหานคร","https://instagram.com/stonersclub.bkk?igshid=ZDdkNTZiNTM=","5.0","514",""," วันจันทร์ 8:00–0:00, วันอังคาร 8:00–0:00, วันพุธ 8:00–0:00, วันพฤหัสบดี 8:00–0:00, วันศุกร์ 8:00–0:00, วันเสาร์ 8:00–0:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 8:00–0:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","ร้านดีมากครับบริการดีเหมือนอยุ่บ้านเพื่อน","ได้รับ 5.0 จาก 5 ดาว,","ทางร้านนี้บรรยากาศก็ดีมีให้เลือกหลากหลายตัวให้ลองเเมวที่ร้านก็น่ารักด้วย","ได้รับ 5.0 จาก 5 ดาว,","พี่พนักงานที่ใส่แว่นขำอร่อยมากครับ 💪🏼","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipNMeo3Fd41fpmpdDfMrnxRq8priqFtWMnmJoIZT","15590191220540329298","13.7778399","100.4779525","http://maps.google.com/maps/place?cid=15590191220540329298","","","","",""
"Suanphlu Weed","562, 14 ถ. สวนพลู แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120","0815251463","ร้านขายกัญชาในกรุงเทพมหานคร","http://www.suanphluweed.com/","5.0","30",""," วันจันทร์ 9:00–0:00, วันอังคาร 9:00–0:00, วันพุธ 9:00–0:00, วันพฤหัสบดี 9:00–0:00, วันศุกร์ 9:00–0:00, วันเสาร์ 9:00–0:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 9:00–0:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/","13573312505552725747","13.7188524","100.53872589999999","http://maps.google.com/maps/place?cid=13573312505552725747","","","","",""
"TERM BKK - Weed, Kratom & Snus","128 คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110","0998729649","ร้านขายกัญชาในกรุงเทพมหานคร","http://linktr.ee/termbkk.th","4.3","56",""," วันจันทร์ 10:00–2:00, วันอังคาร 10:00–2:00, วันพุธ 10:00–2:00, วันพฤหัสบดี 10:00–2:00, วันศุกร์ 10:00–2:00, วันเสาร์ 10:00–2:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–2:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/","10497007146379943559","13.741694599999999","100.5534907","http://maps.google.com/maps/place?cid=10497007146379943559","","","","",""
"Thai Cannabis Club - Khaosan","249 ถ. ข้าวสาร แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200","0810732522","ร้านขายกัญชาในกรุงเทพมหานคร","https://thaicannabisclub.com/en/locations/khaosan-road","5.0","164",""," วันจันทร์ เปิด 24 ชั่วโมง, วันอังคาร เปิด 24 ชั่วโมง, วันพุธ เปิด 24 ชั่วโมง, วันพฤหัสบดี เปิด 24 ชั่วโมง, วันศุกร์ เปิด 24 ชั่วโมง, วันเสาร์ เปิด 24 ชั่วโมง, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> เปิด 24 ชั่วโมง<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","พนักงานบริการดีมากครับแนะนำดีมากที่ร้านนี้พรีเมี่ยมดีทุกตัวราคาดีทุกตัว","ได้รับ 5.0 จาก 5 ดาว,","ร้านบริการดีมาก พนักงานน่ารัก เป็นกันเอง ใครไปข้าวสารต้องไปลอง","ได้รับ 5.0 จาก 5 ดาว,","สินค้าคุณภาพ บริการดี พูดจาดีมากครับ🥰🫶🏻","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipPPsevg85j0HvYgrQIxovb4xERpLJYnrAOM3Qkq","1340099766811833114","13.758555999999999","100.49813909999999","http://maps.google.com/maps/place?cid=1340099766811833114","","","","",""
"The High Rooftop","ถ. สุรวงศ์ แขวงสี่พระยา เขตบางรัก กรุงเทพมหานคร 10500","0943321881","ร้านขายกัญชาในกรุงเทพมหานคร","https://www.thehighrooftop.com/","4.9","386",""," วันจันทร์ 10:00–2:00, วันอังคาร 10:00–2:00, วันพุธ 10:00–2:00, วันพฤหัสบดี 10:00–2:00, วันศุกร์ 10:00–2:00, วันเสาร์ 10:00–2:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–2:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","The High Rooftop cannabis shop & dispensary is located on Surawong road, Bangkok, Thailand. We offer premium quality cannabis flowers in a friendly and chill atmosphere. We aim to be one of the best weed shop in Bangkok by providing good quality...แสดงเพิ่ม","Yes","No","No","No","No","แวะมาแถวสุรวงศ์ อย่าลืมแวะมาร้านนี้บริการดีมากกก","ได้รับ 5.0 จาก 5 ดาว,","มารองกันได้ครับพี่ที่ร้านใจดีมาๆๆๆๆ","ได้รับ 5.0 จาก 5 ดาว,","ร้านสวยครับ พนักงานบริการดี","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipNaNr1KszKuHO4sE6XnHHlLDWGm0qdzLfYpo6qz","13564394872629917946","13.7280254","100.5250543","http://maps.google.com/maps/place?cid=13564394872629917946","","","","",""
"Weed Kingdom Cannabis Store - ร้านกัญชา วีดคิงดอม","11 ซอย รามคำแหง 24 แยก 20 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10250","0903247962","ร้านขายกัญชาในกรุงเทพมหานคร","https://weedkingdom.net/","5.0","127",""," วันจันทร์ 11:30–22:30, วันอังคาร 11:30–22:30, วันพุธ 11:30–22:30, วันพฤหัสบดี 11:30–22:30, วันศุกร์ 11:30–22:30, วันเสาร์ 11:30–22:30, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 11:30–22:30<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","สายเคลิมสายตาหวาน ร้านเปิดใหม่อุปกรณ์ครบคัน มีดอก มีชุดดองน้ำผึ่ง แจ่มๆ","ได้รับ 5.0 จาก 5 ดาว,","พี่หนังงานใจดีมากครับ ดอกหอมครับ","ได้รับ 5.0 จาก 5 ดาว,","สินค้าเยอะมาก ราคาย่อมเยาว์ แนะนำคนที่สนใจ ทางร้านให้บริการดีมาก","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","7132593320604328433","13.7476509","100.6236375","http://maps.google.com/maps/place?cid=7132593320604328433","","","","",""
"Weed shop","21, 420 sukhumvit soi5 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110","0936191191","ร้านขายกัญชาในกรุงเทพมหานคร","","4.2","27",""," วันจันทร์ 14:00–3:00, วันอังคาร 14:00–3:00, วันพุธ 14:00–3:00, วันพฤหัสบดี 14:00–3:00, วันศุกร์ 14:00–3:00, วันเสาร์ 14:00–3:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 14:00–3:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/","7999489221603316780","13.7427718","100.5542248","http://maps.google.com/maps/place?cid=7999489221603316780","","","","",""
"Weed shop","21, 420 sukhumvit soi5 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110","0936191191","ร้านขายกัญชาในกรุงเทพมหานคร","","4.2","27",""," วันจันทร์ 14:00–3:00, วันอังคาร 14:00–3:00, วันพุธ 14:00–3:00, วันพฤหัสบดี 14:00–3:00, วันศุกร์ 14:00–3:00, วันเสาร์ 14:00–3:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 14:00–3:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNVGGuFpkzqHWHjQi_RmmlR2zlo1UvFx93JnHL4","7999489221603316780","13.7427718","100.5542248","http://maps.google.com/maps/place?cid=7999489221603316780","","","","",""
"Wonderland Bangkok","ซอย สุขุมวิท 5 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110","0631920420","ร้านขายกัญชาในกรุงเทพมหานคร","https://wonderlandbangkok.com/","5.0","1.1K",""," วันจันทร์ 10:00–2:30, วันอังคาร 10:00–2:30, วันพุธ 10:00–2:30, วันพฤหัสบดี 10:00–2:30, วันศุกร์ 10:00–2:30, วันเสาร์ 10:00–2:30, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–2:30<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","Welcome to Wonderland, the premier cannabis dispensary located on Sukhumvit soi 5 in Bangkok. Our focus is on providing a luxurious and unique experience for our customers, offering high-quality products in an ornately designed venue that blends the...แสดงเพิ่ม","Yes","No","No","No","No","ร้านสวยมากครับ เพลงดี พนักงานน่ารักมากๆครับบ💖💖💖","ได้รับ 5.0 จาก 5 ดาว,","ร้านสวยแปลกตามากคับ สีสันสดใส บรรยากาศในร้านเป็นกันเอง","ได้รับ 5.0 จาก 5 ดาว,","ดีมากค่ะ ร้านสะอาดแนะนำดี❤️","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","416706274702157776","13.741584099999999","100.5542138","http://maps.google.com/maps/place?cid=416706274702157776","","","","",""
"Yellow Time Dispensary - Weed - Cannabis - марихуана - 大麻 - 大麻店 カナビス 대마초","124/5 ถ. กรุงธนบุรี แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร 10600","","ร้านขายกัญชาในกรุงเทพมหานคร","","5.0","173",""," วันจันทร์ 14:00–23:00, วันอังคาร 14:00–23:00, วันพุธ ปิดทำการ, วันพฤหัสบดี 14:00–23:00, วันศุกร์ 14:00–23:00, วันเสาร์ 14:00–23:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 14:00–23:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","พนักงานในร้านเป็นกันเอง บริการดี บรรยากาศร้านสบายๆ ชิลล์ๆ เเนะนำครับ","ได้รับ 5.0 จาก 5 ดาว,","โลกนี้สดใส และมีความสุข ไปอีกขั้น ขอบคุณสำหรับเพลง และบรรยากาศดีๆครับ","ได้รับ 5.0 จาก 5 ดาว,","ของดีครับ เกรดคุณภาพ พนักงานใจดีครับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipNvQVQes_HGZ6UFmdiZd4_44frxy-2mHMe3pbe8","17425424227280773112","13.7205651","100.4997581","http://maps.google.com/maps/place?cid=17425424227280773112","","","","",""
